cu_index,cu_species,cu_name,cu_area,cu_type,du_number,du_name,du_acronym,smu_area,smu_name,smu_id,smu_species,COSEWIC_threat_category,iucn_l2,rpa_threat_ranking,ranking_id
CK-9,Chinook,MIDDLE FRASER RIVER-PORTAGE_FA_1.3,FRASER INTERIOR,Current,8,"Middle Fraser, Stream, Fall (Portage)",MFR+GStr/Stream/Fall,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,"Natural systems modifications (Water management, ecosystems modifications)",7.2 Dams & Water Management / Use,Medium,3
CO-5,Coho,FRASER CANYON,FRASER INTERIOR,Current,4,Fraser Canyon,FRCany,FRASER INTERIOR,INTERIOR FRASER COHO SALMON,CO-FIA-01,Coho,Linear  Development,7.3 Earth & Sediment Management,Medium,3
CO-5,Coho,FRASER CANYON,FRASER INTERIOR,Current,4,Fraser Canyon,FRCany,FRASER INTERIOR,INTERIOR FRASER COHO SALMON,CO-FIA-01,Coho,Agricultural & forestry effluents,9.1 Water-Borne & Other Effluent Pollution ,Medium,3
CO-6,Coho,MIDDLE FRASER,FRASER INTERIOR,Deprecated,,,,,NO DESIGNATED SMU,,,Linear  Development,7.3 Earth & Sediment Management,Medium,3
CO-6,Coho,MIDDLE FRASER,FRASER INTERIOR,Deprecated,,,,,NO DESIGNATED SMU,,,Agricultural & forestry effluents,9.1 Water-Borne & Other Effluent Pollution ,Medium,3
CO-7,Coho,LOWER THOMPSON,FRASER INTERIOR,Current,6,Lower Thompson,LTHOM,FRASER INTERIOR,INTERIOR FRASER COHO SALMON,CO-FIA-01,Coho,Linear  Development,7.3 Earth & Sediment Management,Medium,3
CO-7,Coho,LOWER THOMPSON,FRASER INTERIOR,Current,6,Lower Thompson,LTHOM,FRASER INTERIOR,INTERIOR FRASER COHO SALMON,CO-FIA-01,Coho,Agricultural & forestry effluents,9.1 Water-Borne & Other Effluent Pollution ,Medium,3
CO-8,Coho,SOUTH THOMPSON,FRASER INTERIOR,Current,7,South Thompson,STHOM,FRASER INTERIOR,INTERIOR FRASER COHO SALMON,CO-FIA-01,Coho,Linear  Development,7.3 Earth & Sediment Management,Medium,3
CO-8,Coho,SOUTH THOMPSON,FRASER INTERIOR,Current,7,South Thompson,STHOM,FRASER INTERIOR,INTERIOR FRASER COHO SALMON,CO-FIA-01,Coho,Agricultural & forestry effluents,9.1 Water-Borne & Other Effluent Pollution ,Medium,3
CO-9,Coho,NORTH THOMPSON,FRASER INTERIOR,Current,8,North Thompson,NTHOM,FRASER INTERIOR,INTERIOR FRASER COHO SALMON,CO-FIA-01,Coho,Linear  Development,7.3 Earth & Sediment Management,Medium,3
CO-9,Coho,NORTH THOMPSON,FRASER INTERIOR,Current,8,North Thompson,NTHOM,FRASER INTERIOR,INTERIOR FRASER COHO SALMON,CO-FIA-01,Coho,Agricultural & forestry effluents,9.1 Water-Borne & Other Effluent Pollution ,Medium,3
SEL-06-10,Sockeye,QUESNEL-SUMMER TIMING,FRASER INTERIOR,Current,16,Quesnel-S population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - SUMMER,SEL/SER-FIA-01,Sockeye (River & Lake Type),Geological events (Landslides),10.1 Geological Events,Medium,3
SEL-06-10,Sockeye,QUESNEL-SUMMER TIMING,FRASER INTERIOR,Current,16,Quesnel-S population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - SUMMER,SEL/SER-FIA-01,Sockeye (River & Lake Type),"Natural systems modifications (Water management, ecosystems modifications)",7.2 Dams & Water Management / Use,Medium,3
SEL-06-11,Sockeye,SETON-LATE TIMING,FRASER INTERIOR,Current,17,Seton-L population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - LATE,SEL-FIA-03,Sockeye (Lake Type),"Natural systems modifications (Water management, ecosystems modifications)",7.2 Dams & Water Management / Use,Medium,3
SEL-06-13,Sockeye,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,FRASER INTERIOR,Current,21,Takla-Trembleur-Stuart-S population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - SUMMER,SEL/SER-FIA-01,Sockeye (River & Lake Type),Geological events (Landslides),10.1 Geological Events,Medium,3
SEL-06-13,Sockeye,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,FRASER INTERIOR,Current,21,Takla-Trembleur-Stuart-S population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - SUMMER,SEL/SER-FIA-01,Sockeye (River & Lake Type),"Natural systems modifications (Water management, ecosystems modifications)",7.2 Dams & Water Management / Use,Medium,3
SEL-07-01,Sockeye,BOWRON-EARLY SUMMER TIMING,FRASER INTERIOR,Current,2,Bowron-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Biological resource use  (Fishing),"5.4 Fishing, Harvesting & Controlling Aquatic Species",Medium,3
SEL-10-03,Sockeye,NORTH BARRIERE-EARLY SUMMER TIMING,FRASER INTERIOR,Current,14,North Barriere-ES population (original),,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),"Natural systems modifications (Water management, ecosystems modifications)",7.2 Dams & Water Management / Use,Medium,3
SEL-03-02,Sockeye,CULTUS-LATE TIMING,FRASER INTERIOR,Current,6,Cultus-L population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - LATE,SEL-FIA-03,Sockeye (Lake Type),,2.4 Marine & Freshwater Aquaculture,Medium,3
SEL-03-02,Sockeye,CULTUS-LATE TIMING,FRASER INTERIOR,Current,6,Cultus-L population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - LATE,SEL-FIA-03,Sockeye (Lake Type),,11.2 Changes in Temperature Regimes,Medium,3
SEL-03-02,Sockeye,CULTUS-LATE TIMING,FRASER INTERIOR,Current,6,Cultus-L population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - LATE,SEL-FIA-03,Sockeye (Lake Type),,10.1 Geological Events,Medium,3
CK-7,Chinook,MARIA SLOUGH_SU_0.3,FRASER INTERIOR,Current,6,"Lower Fraser, Ocean, Summer (Maria Slough)",LFR+GStr/Ocean/Summer,FRASER INTERIOR,FRASER SUMMER RUN 41 CHINOOK SALMON,CK-FIA-07,Chinook,Dams and Water Management,7.2 Dams & Water Management / Use,Medium,3
CK-2,Chinook,BOUNDARY BAY_FA_0.3,FRASER INTERIOR,Current,1,"Southern Mainland Boundary Bay, Ocean, Fall population",BB+GStr/Ocean/Fall,,NO DESIGNATED SMU,,Chinook,Problematic Native Species,8.2 Problematic Native Species,Medium,3
CK-14,Chinook,SOUTH THOMPSON_SU_1.3,FRASER INTERIOR,Current,13,"South Thompson, Stream, Summer ",STh+GStr/Stream/Summer,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Agriculture and Forestry Effluents,9.1 Water-Borne & Other Effluent Pollution ,Medium,3
CK-2,Chinook,BOUNDARY BAY_FA_0.3,FRASER INTERIOR,Current,1,"Southern Mainland Boundary Bay, Ocean, Fall population",BB+GStr/Ocean/Fall,,NO DESIGNATED SMU,,Chinook,Agriculture and Forestry Effluents,9.1 Water-Borne & Other Effluent Pollution ,Medium,3
CK-7,Chinook,MARIA SLOUGH_SU_0.3,FRASER INTERIOR,Current,6,"Lower Fraser, Ocean, Summer (Maria Slough)",LFR+GStr/Ocean/Summer,FRASER INTERIOR,FRASER SUMMER RUN 41 CHINOOK SALMON,CK-FIA-07,Chinook,Agriculture and Forestry Effluents,9.1 Water-Borne & Other Effluent Pollution ,Medium,3
CK-10,Chinook,MIDDLE FRASER RIVER_SP_1.3,FRASER INTERIOR,Current,9,"Middle Fraser, Stream, Spring ",MFR+GStr/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,Climate change & severe weather  (Shifting habitats),11.1 Changes in Physical & Chemical Regimes,Medium-High,4
CK-10,Chinook,MIDDLE FRASER RIVER_SP_1.3,FRASER INTERIOR,Current,9,"Middle Fraser, Stream, Spring ",MFR+GStr/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,"Natural systems modifications (Water management, ecosystems modifications)",7.2 Dams & Water Management / Use,Medium-High,4
CK-10,Chinook,MIDDLE FRASER RIVER_SP_1.3,FRASER INTERIOR,Current,9,"Middle Fraser, Stream, Spring ",MFR+GStr/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,Climate change & severe weather  (Shifting habitats),11.2 Changes in Temperature Regimes,Medium-High,4
CK-10,Chinook,MIDDLE FRASER RIVER_SP_1.3,FRASER INTERIOR,Current,9,"Middle Fraser, Stream, Spring ",MFR+GStr/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,Climate change & severe weather  (Shifting habitats),11.3 Changes in Precipitation & Hydrological Regimes,Medium-High,4
CK-11,Chinook,MIDDLE FRASER RIVER_SU_1.3,FRASER INTERIOR,Current,10,"Middle Fraser,Stream, Summer",MFR+GStr/Stream/Summer,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Climate change & severe weather  (Shifting habitats),11.1 Changes in Physical & Chemical Regimes,Medium-High,4
CK-11,Chinook,MIDDLE FRASER RIVER_SU_1.3,FRASER INTERIOR,Current,10,"Middle Fraser,Stream, Summer",MFR+GStr/Stream/Summer,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Climate change & severe weather  (Shifting habitats),11.2 Changes in Temperature Regimes,Medium-High,4
CK-11,Chinook,MIDDLE FRASER RIVER_SU_1.3,FRASER INTERIOR,Current,10,"Middle Fraser,Stream, Summer",MFR+GStr/Stream/Summer,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Climate change & severe weather  (Shifting habitats),11.3 Changes in Precipitation & Hydrological Regimes,Medium-High,4
CK-12,Chinook,UPPER FRASER RIVER_SP_1.3,FRASER INTERIOR,Current,11,"Upper Fraser, Stream, Spring",UFR/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,Climate change & severe weather  (Shifting habitats),11.1 Changes in Physical & Chemical Regimes,Medium-High,4
CK-12,Chinook,UPPER FRASER RIVER_SP_1.3,FRASER INTERIOR,Current,11,"Upper Fraser, Stream, Spring",UFR/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,Climate change & severe weather  (Shifting habitats),11.2 Changes in Temperature Regimes,Medium-High,4
CK-12,Chinook,UPPER FRASER RIVER_SP_1.3,FRASER INTERIOR,Current,11,"Upper Fraser, Stream, Spring",UFR/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,Climate change & severe weather  (Shifting habitats),11.3 Changes in Precipitation & Hydrological Regimes,Medium-High,4
CK-16,Chinook,SOUTH THOMPSON-BESSETTE CREEK_SU_1.2,FRASER INTERIOR,Current,14,"South Thompson, Stream, Summer (Bessette)",STh+GStr/Stream/Summer/(Bessette),FRASER INTERIOR,FRASER SPRING RUN 42 CHINOOK SALMON,CK-FIA-06,Chinook,Climate change & severe weather  (Shifting habitats),11.1 Changes in Physical & Chemical Regimes,Medium-High,4
CK-16,Chinook,SOUTH THOMPSON-BESSETTE CREEK_SU_1.2,FRASER INTERIOR,Current,14,"South Thompson, Stream, Summer (Bessette)",STh+GStr/Stream/Summer/(Bessette),FRASER INTERIOR,FRASER SPRING RUN 42 CHINOOK SALMON,CK-FIA-06,Chinook,Climate change & severe weather  (Shifting habitats),11.2 Changes in Temperature Regimes,Medium-High,4
CK-16,Chinook,SOUTH THOMPSON-BESSETTE CREEK_SU_1.2,FRASER INTERIOR,Current,14,"South Thompson, Stream, Summer (Bessette)",STh+GStr/Stream/Summer/(Bessette),FRASER INTERIOR,FRASER SPRING RUN 42 CHINOOK SALMON,CK-FIA-06,Chinook,Climate change & severe weather  (Shifting habitats),11.3 Changes in Precipitation & Hydrological Regimes,Medium-High,4
CK-18,Chinook,NORTH THOMPSON_SP_1.3,FRASER INTERIOR,Current,16,"North Thompson, Stream, Spring",NTh+GStr/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,Climate change & severe weather  (Shifting habitats),11.1 Changes in Physical & Chemical Regimes,Medium-High,4
CK-18,Chinook,NORTH THOMPSON_SP_1.3,FRASER INTERIOR,Current,16,"North Thompson, Stream, Spring",NTh+GStr/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,Climate change & severe weather  (Shifting habitats),11.2 Changes in Temperature Regimes,Medium-High,4
CK-18,Chinook,NORTH THOMPSON_SP_1.3,FRASER INTERIOR,Current,16,"North Thompson, Stream, Spring",NTh+GStr/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,Climate change & severe weather  (Shifting habitats),11.3 Changes in Precipitation & Hydrological Regimes,Medium-High,4
CK-19,Chinook,NORTH THOMPSON_SU_1.3,FRASER INTERIOR,Current,17,"North Thompson, Stream, Summer",NTh+Gstr/Stream/Summer,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Climate change & severe weather  (Shifting habitats),11.1 Changes in Physical & Chemical Regimes,Medium-High,4
CK-19,Chinook,NORTH THOMPSON_SU_1.3,FRASER INTERIOR,Current,17,"North Thompson, Stream, Summer",NTh+Gstr/Stream/Summer,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Climate change & severe weather  (Shifting habitats),11.2 Changes in Temperature Regimes,Medium-High,4
CK-19,Chinook,NORTH THOMPSON_SU_1.3,FRASER INTERIOR,Current,17,"North Thompson, Stream, Summer",NTh+Gstr/Stream/Summer,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Climate change & severe weather  (Shifting habitats),11.3 Changes in Precipitation & Hydrological Regimes,Medium-High,4
CK-3,Chinook,LOWER FRASER RIVER_FA_0.3,FRASER INTERIOR,Current,2,"Lower Fraser, Ocean, Fall (Harrison)",LFR+GStr/Ocean/Fall,FRASER INTERIOR,FRASER FALL RUN 41 CHINOOK SALMON,CK-FIA-02,Chinook,Agriculture & aquaculture (Hatchery competition),2.4 Marine & Freshwater Aquaculture,Medium-High,4
CK-5,Chinook,LOWER FRASER RIVER-UPPER PITT_SU_1.3,FRASER INTERIOR,Current,4,"Lower Fraser, Stream. Summer  (Upper Pitt)",LFR+GStr/Stream/Summer (Upper Pitt),FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Climate change & severe weather  (Shifting habitats),11.1 Changes in Physical & Chemical Regimes,Medium-High,4
CK-5,Chinook,LOWER FRASER RIVER-UPPER PITT_SU_1.3,FRASER INTERIOR,Current,4,"Lower Fraser, Stream. Summer  (Upper Pitt)",LFR+GStr/Stream/Summer (Upper Pitt),FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Climate change & severe weather  (Shifting habitats),11.2 Changes in Temperature Regimes,Medium-High,4
CK-5,Chinook,LOWER FRASER RIVER-UPPER PITT_SU_1.3,FRASER INTERIOR,Current,4,"Lower Fraser, Stream. Summer  (Upper Pitt)",LFR+GStr/Stream/Summer (Upper Pitt),FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Climate change & severe weather  (Shifting habitats),11.3 Changes in Precipitation & Hydrological Regimes,Medium-High,4
CK-6,Chinook,LOWER FRASER RIVER_SU_1.3,FRASER INTERIOR,Current,5,"Lower Fraser, Stream, Summer (Lillooet) ",LFR+GStr/Stream/Summer,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Climate change & severe weather  (Shifting habitats),11.1 Changes in Physical & Chemical Regimes,Medium-High,4
CK-6,Chinook,LOWER FRASER RIVER_SU_1.3,FRASER INTERIOR,Current,5,"Lower Fraser, Stream, Summer (Lillooet) ",LFR+GStr/Stream/Summer,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Climate change & severe weather  (Shifting habitats),11.2 Changes in Temperature Regimes,Medium-High,4
CK-6,Chinook,LOWER FRASER RIVER_SU_1.3,FRASER INTERIOR,Current,5,"Lower Fraser, Stream, Summer (Lillooet) ",LFR+GStr/Stream/Summer,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Climate change & severe weather  (Shifting habitats),11.3 Changes in Precipitation & Hydrological Regimes,Medium-High,4
CK-8,Chinook,MIDDLE FRASER-FRASER CANYON_SP_1.3,FRASER INTERIOR,Current,7,"Middle Fraser, Stream, Spring (FRCanyon)",FRCanyGStr/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,Climate change & severe weather  (Shifting habitats),11.1 Changes in Physical & Chemical Regimes,Medium-High,4
CK-8,Chinook,MIDDLE FRASER-FRASER CANYON_SP_1.3,FRASER INTERIOR,Current,7,"Middle Fraser, Stream, Spring (FRCanyon)",FRCanyGStr/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,Climate change & severe weather  (Shifting habitats),11.2 Changes in Temperature Regimes,Medium-High,4
CK-8,Chinook,MIDDLE FRASER-FRASER CANYON_SP_1.3,FRASER INTERIOR,Current,7,"Middle Fraser, Stream, Spring (FRCanyon)",FRCanyGStr/Stream/Spring,FRASER INTERIOR,FRASER SPRING RUN 52 CHINOOK SALMON,CK-FIA-08,Chinook,Climate change & severe weather  (Shifting habitats),11.3 Changes in Precipitation & Hydrological Regimes,Medium-High,4
CK-9,Chinook,MIDDLE FRASER RIVER-PORTAGE_FA_1.3,FRASER INTERIOR,Current,8,"Middle Fraser, Stream, Fall (Portage)",MFR+GStr/Stream/Fall,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Climate change & severe weather  (Shifting habitats),11.1 Changes in Physical & Chemical Regimes,Medium-High,4
CK-9,Chinook,MIDDLE FRASER RIVER-PORTAGE_FA_1.3,FRASER INTERIOR,Current,8,"Middle Fraser, Stream, Fall (Portage)",MFR+GStr/Stream/Fall,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Climate change & severe weather  (Shifting habitats),11.2 Changes in Temperature Regimes,Medium-High,4
CK-9,Chinook,MIDDLE FRASER RIVER-PORTAGE_FA_1.3,FRASER INTERIOR,Current,8,"Middle Fraser, Stream, Fall (Portage)",MFR+GStr/Stream/Fall,FRASER INTERIOR,FRASER SUMMER RUN 52 CHINOOK SALMON,CK-FIA-05,Chinook,Climate change & severe weather  (Shifting habitats),11.3 Changes in Precipitation & Hydrological Regimes,Medium-High,4
CO-5,Coho,FRASER CANYON,FRASER INTERIOR,Current,4,Fraser Canyon,FRCany,FRASER INTERIOR,INTERIOR FRASER COHO SALMON,CO-FIA-01,Coho,Modifications to Catchment Surfaces,7.3 Earth & Sediment Management,Medium-High,4
CO-6,Coho,MIDDLE FRASER,FRASER INTERIOR,Deprecated,,,,,NO DESIGNATED SMU,,,Modifications to Catchment Surfaces,7.3 Earth & Sediment Management,Medium-High,4
CO-7,Coho,LOWER THOMPSON,FRASER INTERIOR,Current,6,Lower Thompson,LTHOM,FRASER INTERIOR,INTERIOR FRASER COHO SALMON,CO-FIA-01,Coho,Modifications to Catchment Surfaces,7.3 Earth & Sediment Management,Medium-High,4
CO-8,Coho,SOUTH THOMPSON,FRASER INTERIOR,Current,7,South Thompson,STHOM,FRASER INTERIOR,INTERIOR FRASER COHO SALMON,CO-FIA-01,Coho,Modifications to Catchment Surfaces,7.3 Earth & Sediment Management,Medium-High,4
CO-9,Coho,NORTH THOMPSON,FRASER INTERIOR,Current,8,North Thompson,NTHOM,FRASER INTERIOR,INTERIOR FRASER COHO SALMON,CO-FIA-01,Coho,Modifications to Catchment Surfaces,7.3 Earth & Sediment Management,Medium-High,4
SEL-03-04,Sockeye,HARRISON-UPSTREAM MIGRATING-LATE TIMING,FRASER INTERIOR,Current,10,Harrison (U/S)-L population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - LATE,SEL-FIA-03,Sockeye (Lake Type),Climate change & severe weather (Shifting habitats),11.1 Changes in Physical & Chemical Regimes,Medium-High,4
SEL-03-04,Sockeye,HARRISON-UPSTREAM MIGRATING-LATE TIMING,FRASER INTERIOR,Current,10,Harrison (U/S)-L population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - LATE,SEL-FIA-03,Sockeye (Lake Type),Biological resource use  (Fishing),"5.4 Fishing, Harvesting & Controlling Aquatic Species",Medium-High,4
SEL-03-04,Sockeye,HARRISON-UPSTREAM MIGRATING-LATE TIMING,FRASER INTERIOR,Current,10,Harrison (U/S)-L population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - LATE,SEL-FIA-03,Sockeye (Lake Type),Climate change & severe weather (Shifting habitats),11.2 Changes in Temperature Regimes,Medium-High,4
SEL-03-04,Sockeye,HARRISON-UPSTREAM MIGRATING-LATE TIMING,FRASER INTERIOR,Current,10,Harrison (U/S)-L population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - LATE,SEL-FIA-03,Sockeye (Lake Type),Climate change & severe weather (Shifting habitats),11.3 Changes in Precipitation & Hydrological Regimes,Medium-High,4
SEL-06-10,Sockeye,QUESNEL-SUMMER TIMING,FRASER INTERIOR,Current,16,Quesnel-S population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - SUMMER,SEL/SER-FIA-01,Sockeye (River & Lake Type),Biological resource use  (Fishing),"5.4 Fishing, Harvesting & Controlling Aquatic Species",Medium-High,4
SEL-06-11,Sockeye,SETON-LATE TIMING,FRASER INTERIOR,Current,17,Seton-L population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - LATE,SEL-FIA-03,Sockeye (Lake Type),Climate change & severe weather (Shifting habitats),11.1 Changes in Physical & Chemical Regimes,Medium-High,4
SEL-06-11,Sockeye,SETON-LATE TIMING,FRASER INTERIOR,Current,17,Seton-L population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - LATE,SEL-FIA-03,Sockeye (Lake Type),Biological resource use  (Fishing),"5.4 Fishing, Harvesting & Controlling Aquatic Species",Medium-High,4
SEL-06-11,Sockeye,SETON-LATE TIMING,FRASER INTERIOR,Current,17,Seton-L population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - LATE,SEL-FIA-03,Sockeye (Lake Type),Climate change & severe weather (Shifting habitats),11.2 Changes in Temperature Regimes,Medium-High,4
SEL-06-11,Sockeye,SETON-LATE TIMING,FRASER INTERIOR,Current,17,Seton-L population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - LATE,SEL-FIA-03,Sockeye (Lake Type),Climate change & severe weather (Shifting habitats),11.3 Changes in Precipitation & Hydrological Regimes,Medium-High,4
SEL-06-13,Sockeye,TAKLA/TREMBLEUR/STUART-SUMMER TIMING,FRASER INTERIOR,Current,21,Takla-Trembleur-Stuart-S population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - SUMMER,SEL/SER-FIA-01,Sockeye (River & Lake Type),Biological resource use  (Fishing),"5.4 Fishing, Harvesting & Controlling Aquatic Species",Medium-High,4
SEL-06-14,Sockeye,TAKLA/TREMBLEUR-EARLY STUART TIMING,FRASER INTERIOR,Current,20,Takla-Trembleur-EStu population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY STUART,SEL-FIA-14,Sockeye (Lake Type),"Natural systems modifications (Water management, ecosystems modifications)",7.2 Dams & Water Management / Use,Medium-High,4
SEL-06-16,Sockeye,TASEKO-EARLY SUMMER TIMING,FRASER INTERIOR,Current,22,Taseko-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Geological events (Landslides),10.1 Geological Events,Medium-High,4
SEL-06-16,Sockeye,TASEKO-EARLY SUMMER TIMING,FRASER INTERIOR,Current,22,Taseko-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Climate change & severe weather (Shifting habitats),11.1 Changes in Physical & Chemical Regimes,Medium-High,4
SEL-06-16,Sockeye,TASEKO-EARLY SUMMER TIMING,FRASER INTERIOR,Current,22,Taseko-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Biological resource use  (Fishing),"5.4 Fishing, Harvesting & Controlling Aquatic Species",Medium-High,4
SEL-06-16,Sockeye,TASEKO-EARLY SUMMER TIMING,FRASER INTERIOR,Current,22,Taseko-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),"Natural systems modifications (Water management, ecosystems modifications)",7.2 Dams & Water Management / Use,Medium-High,4
SEL-06-16,Sockeye,TASEKO-EARLY SUMMER TIMING,FRASER INTERIOR,Current,22,Taseko-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Climate change & severe weather (Shifting habitats),11.2 Changes in Temperature Regimes,Medium-High,4
SEL-06-16,Sockeye,TASEKO-EARLY SUMMER TIMING,FRASER INTERIOR,Current,22,Taseko-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Climate change & severe weather (Shifting habitats),11.3 Changes in Precipitation & Hydrological Regimes,Medium-High,4
SEL-07-01,Sockeye,BOWRON-EARLY SUMMER TIMING,FRASER INTERIOR,Current,2,Bowron-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Geological events (Landslides),10.1 Geological Events,Medium-High,4
SEL-07-01,Sockeye,BOWRON-EARLY SUMMER TIMING,FRASER INTERIOR,Current,2,Bowron-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Climate change & severe weather (Shifting habitats),11.1 Changes in Physical & Chemical Regimes,Medium-High,4
SEL-07-01,Sockeye,BOWRON-EARLY SUMMER TIMING,FRASER INTERIOR,Current,2,Bowron-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),"Natural systems modifications (Water management, ecosystems modifications)",7.2 Dams & Water Management / Use,Medium-High,4
SEL-07-01,Sockeye,BOWRON-EARLY SUMMER TIMING,FRASER INTERIOR,Current,2,Bowron-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Climate change & severe weather (Shifting habitats),11.2 Changes in Temperature Regimes,Medium-High,4
SEL-07-01,Sockeye,BOWRON-EARLY SUMMER TIMING,FRASER INTERIOR,Current,2,Bowron-ES population,,FRASER INTERIOR,FRASER SOCKEYE SALMON - EARLY SUMMER,SEL-FIA-02,Sockeye (Lake Type),Climate change & severe weather (Shifting habitats),11.3 Changes in Precipitation & Hydrological Regimes,Medium-High,4
