paragraph_id,legislation_id,section,heading,paragraph
57635,139,Schedule 2-2,Export permit exemption - passing through British Columbia,"2 
		  In addition to the fee prescribed in section 1 of this schedule, on capture under a permit issued under section 2 (h) of the wildlife set out in Column 1 of the following table, the fee and surcharge set out in Columns 2 and 3 of the table must be paid under section 23 (1):"
57636,139,Schedule 3-1,Export permit exemption - passing through British Columbia,"1
		  For the purposes of sections 18 and 23 (2), (3) and (6), the fee set out in Column 3 and the surcharge set out in Column 4 must be paid for a permit issued under the section set out in Column 1 generally or for the wildlife, purpose or method specified in Column 2, if any, of following table:"
57637,140,1,Interpretation,"1 In these Regulations, Act means the Species at Risk Act."
57638,140,2,Application,"2 (1) Any person applying for a permit under section 73 of the Act in relation to an activity affecting a listed wildlife species, any part of its critical habitat or the residences of its individuals must submit an application to the competent minister in a form and manner that is satisfactory to that minister."
57639,140,2,Content - activity,(2) The application must include information demonstrating that any of paragraphs 73(2)(a) to (c) of the Act applies to the activity.
57640,140,2,Content - additional information,(3) The application must also include information
57641,140,2,Content - additional information,(a) demonstrating that all reasonable alternatives to the activity that would reduce the impact on the species have been considered and the best solution has been adopted;
57642,140,2,Content - additional information,"(b) demonstrating that all feasible measures will be taken to minimize the impact of the activity on the species, its critical habitat or the residences of its individuals; and"
57643,140,2,Content - additional information,"(c) describing any changes that the activity may cause to the listed wildlife species, its critical habitat or the residences of its individuals, the possible effects of those changes and the significance of those effects."
57644,140,2,Notice of receipt,(4) The competent minister must notify the applicant in writing once the application has been received.
57645,140,3,90-day time limit,"3 (1) Subject to subsections (2) and (3), the competent minister must either issue a permit or notify the applicant of the refusal to issue a permit within 90 days after the date of the notice indicating that the application has been received."
57646,140,3,Application incomplete,(2) The time limit set out in subsection (1) is suspended if the application is incomplete. The suspension begins on the day on which the competent minister notifies the applicant in writing that the information provided is insufficient to allow the competent minister to issue or refuse to issue a permit and ends on the day on which the competent minister receives all of the missing information.
57647,140,3,Non-application of time limit,(3) The time limit set out in subsection (1) is not applicable in the following circumstances:
57648,140,3,Non-application of time limit,"(a) additional consultations are necessary, including consultations held under subsections 73(4) and (5) of the Act;"
57649,140,3,Non-application of time limit,(b) an Act of Parliament other than the Act or a land claims agreement requires that a decision be made before the competent minister issues or refuses to issue a permit under section 73 of the Act;
57650,140,3,Non-application of time limit,(c) the terms and conditions of a permit previously issued to the applicant under section 73 of the Act have not been met;
57651,140,3,Non-application of time limit,(d) the applicant requests or agrees that the time limit is not to apply; or
57652,140,3,Non-application of time limit,(e) the activity described in the permit application is modified before the competent minister issues or refuses to issue a permit under section 73 of the Act.
57653,140,4,Registration,4 These Regulations come into force on the day on which they are registered.
57654,141,1,Interpretation,1 The definitions in this section apply in these Regulations.
57655,141,1,Interpretation,"bioaccumulation factor means the ratio of the concentration of a substance in an organism to the concentration in water, based on uptake from the surrounding medium and food. (facteur de bioaccumulation)"
57656,141,1,Interpretation,"bioconcentration factor means the ratio of the concentration of a substance in an organism to the concentration in water, based only on uptake from the surrounding medium. (facteur de bioconcentration)"
57657,141,1,Interpretation,"half-life means the period it takes the concentration of a substance to be reduced by half, by transformation, in a medium. (demi-vie)"
57658,141,1,Interpretation,octanol-water partition coefficient means the ratio of the concentration of a substance in an octanol phase to the concentration of the substance in the water phase of an octanol-water mixture. (coefficient de partage octanol-eau)
57659,141,2,Application,"2 These Regulations apply to any substance, other than a living organism within the meaning of Part 6 of the Canadian Environmental Protection Act, 1999."
57660,141,3,Persistence and Bioaccumulation Determination,3 A substance is persistent when it has at least one of the following characteristics:
57661,141,3,Persistence and Bioaccumulation Determination,"(a) in air,"
57662,141,3,Persistence and Bioaccumulation Determination,"(i) its half-life is equal to or greater than 2 days, or"
57663,141,3,Persistence and Bioaccumulation Determination,(ii) it is subject to atmospheric transport from its source to a remote area;
57664,141,3,Persistence and Bioaccumulation Determination,"(b) in water, its half-life is equal to or greater than 182 days;"
57665,141,3,Persistence and Bioaccumulation Determination,"(c) in sediments, its half-life is equal to or greater than 365 days; or"
57666,141,3,Persistence and Bioaccumulation Determination,"(d) in soil, its half-life is equal to or greater than 182 days."
57667,141,4,Persistence and Bioaccumulation Determination,4 A substance is bioaccumulative
57668,141,4,Persistence and Bioaccumulation Determination,(a) when its bioaccumulation factor is equal to or greater than 5 000;
57669,141,4,Persistence and Bioaccumulation Determination,"(b) if its bioaccumulation factor cannot be determined in accordance with a method referred to in section 5, when its bioconcentration factor is equal to or greater than 5 000; and"
57670,141,4,Persistence and Bioaccumulation Determination,"(c) if neither its bioaccumulation factor nor its bioconcentration factor can be determined in accordance with a method referred to in section 5, when the logarithm of its octanol-water partition coefficient is equal to or greater than 5."
57671,141,5,Persistence and Bioaccumulation Determination,"5 The determination of persistence and bioaccumulation with respect to a substance under sections 3 and 4 must be made in accordance with generally recognized methods of the Organisation for Economic Co-operation and Development (OECD) or of some other similar organisation or, if no such methods exist, in accordance with generally recognized methods within the scientific community and taking into account the intrinsic properties of the substance, the ecosystem under consideration and the conditions in the environment."
57672,141,6,Coming into Force,"6 These Regulations come into force on March 31, 2000."
57673,142,1,Short title,1 This Act may be cited as the Pest Control Products Act.
57674,142,2,Definitions,2 (1) The definitions in this subsection apply in this Act.
57675,142,2,Definitions,"active ingredient means a component of a pest control product to which the intended effects of the product are attributed and includes a synergist but does not include a solvent, diluent, emulsifier or other component that is not primarily responsible for those effects. (principe actif)"
